fi_name_for_plot,financial_flow_link_strength,total_usd_m,total_usd_m_this_strength,pct_this_strength_for_fi
CoBank ACB,Medium,10299.625973260498,7086.33420498145,69%
Commerzbank AG,High,10659.22177794747,119.95080054280886,1%
Commerzbank AG,Low,10659.22177794747,6213.030535327237,58%
Commerzbank AG,Medium,10659.22177794747,4326.240442077416,41%
Commonwealth Bank of Australia,High,7032.936102632176,69.18878355424714,1%
Commonwealth Bank of Australia,Low,7032.936102632176,4734.900372632816,67%
Commonwealth Bank of Australia,Medium,7032.936102632176,2228.846946445118,32%
Cooperatieve Rabobank UA,High,23914.339745724435,2127.311668905726,9%
Cooperatieve Rabobank UA,Low,23914.339745724435,8527.67192326691,36%
Cooperatieve Rabobank UA,Medium,23914.339745724435,13259.356153551804,55%
DBS Group Holdings Ltd,High,25033.40824373408,128.71925262917276,1%
DBS Group Holdings Ltd,Low,25033.40824373408,17168.13280048569,69%
DBS Group Holdings Ltd,Medium,25033.40824373408,7736.556190619148,31%
Deutsche Bank AG,High,31678.52583700313,1952.5787930841107,6%
Deutsche Bank AG,Low,31678.52583700313,13478.826548081763,43%
Deutsche Bank AG,Medium,31678.52583700313,16247.120495837245,51%
Goldman Sachs Group Inc,High,12209.721723395414,506.56111005919246,4%
Goldman Sachs Group Inc,Low,12209.721723395414,6396.146032426886,52%
Goldman Sachs Group Inc,Medium,12209.721723395414,5307.014580909328,43%
HSBC Holdings PLC,High,48564.17954232432,1269.4226534781205,3%
HSBC Holdings PLC,Low,48564.17954232432,22716.819884549957,47%
HSBC Holdings PLC,Medium,48564.17954232432,24577.937004296284,51%
ING Groep NV,High,30290.394160542197,2257.076782227324,7%
ING Groep NV,Low,30290.394160542197,13224.7292389048,44%
ING Groep NV,Medium,30290.394160542197,14808.588139410087,49%
IUPAR Itau Unibanco Participacoes SA,High,7227.312402966662,2831.9092503599863,39%
IUPAR Itau Unibanco Participacoes SA,Low,7227.312402966662,1800.0791883793647,25%
IUPAR Itau Unibanco Participacoes SA,Medium,7227.312402966662,2595.323964227307,36%
Industrial and Commercial Bank of China Ltd*,High,13019.742917797494,261.6977902534976,2%
Industrial and Commercial Bank of China Ltd*,Low,13019.742917797494,10390.593956934721,80%
Industrial and Commercial Bank of China Ltd*,Medium,13019.742917797494,2367.4511706092703,18%
JPMorgan Chase & Co,High,51513.115799911146,2293.200874211109,4%
JPMorgan Chase & Co,Low,51513.115799911146,18868.34357579186,37%
JPMorgan Chase & Co,Medium,51513.115799911146,30351.571349908187,59%
Japan Bank for International Cooperation*,High,6567.374026851262,43.990798480888245,1%
Japan Bank for International Cooperation*,Low,6567.374026851262,5948.085394457787,91%
Japan Bank for International Cooperation*,Medium,6567.374026851262,575.2978339125881,9%
Lloyds Banking Group PLC,High,6971.639922569598,69.18878355424714,1%
Lloyds Banking Group PLC,Low,6971.639922569598,5927.102986722055,85%
Lloyds Banking Group PLC,Medium,6971.639922569598,975.3481522932996,14%
Mitsubishi UFJ Financial Group Inc,High,109806.06864274587,1009.3856223312041,1%
Mitsubishi UFJ Financial Group Inc,Low,109806.06864274587,92941.82053855003,85%
Mitsubishi UFJ Financial Group Inc,Medium,109806.06864274587,15854.862481864724,14%
Mizuho Financial Group Inc,High,85746.62734336146,490.57767486552757,1%
Mizuho Financial Group Inc,Low,85746.62734336146,72137.78943831135,84%
Mizuho Financial Group Inc,Medium,85746.62734336146,13118.260230184706,15%
Morgan Stanley,High,32581.696497670382,1650.8283362185616,5%
Morgan Stanley,Low,32581.696497670382,29038.639919399637,89%
Morgan Stanley,Medium,32581.696497670382,1892.2282420521847,6%
NatWest Group PLC,High,12868.59604680377,158.241374274586,1%
NatWest Group PLC,Low,12868.59604680377,9948.704488168416,77%
NatWest Group PLC,Medium,12868.59604680377,2761.650184360763,21%
National Australia Bank Ltd,High,7641.960401971918,72.15012364181948,1%
National Australia Bank Ltd,Low,7641.960401971918,5591.481150763161,73%
National Australia Bank Ltd,Medium,7641.960401971918,1978.3291275669455,26%
Norinchukin Bank,Low,14321.091135669605,13631.838670849851,95%
Norinchukin Bank,Medium,14321.091135669605,689.2524648197546,5%
Other financial institutions,High,82505.52644286622,7514.187061135105,9%
Other financial institutions,Low,163561.57585586503,120372.47961030032,74%
Other financial institutions,Medium,142660.185601019,56060.28935908644,39%
Royal Bank of Canada,High,17728.54692417291,64.96835547118533,0%
Royal Bank of Canada,Low,17728.54692417291,7900.986522208909,45%
Royal Bank of Canada,Medium,17728.54692417291,9762.592046492819,55%
Sas Rue La Boetie,High,22144.351002812473,830.5186702158427,4%
Sas Rue La Boetie,Low,22144.351002812473,17233.994028410958,78%
Sas Rue La Boetie,Medium,22144.351002812473,4079.838304185698,18%
Self-Arranged,High,12794.411181146432,2062.0781620239136,16%
Self-Arranged,Low,12794.411181146432,9144.639131378963,71%
Self-Arranged,Medium,12794.411181146432,1587.6938877435534,12%
Societe Generale SA,High,25969.499199684462,785.82754115119,3%
Societe Generale SA,Low,25969.499199684462,14525.569634885878,56%
Societe Generale SA,Medium,25969.499199684462,10658.10202364738,41%
Standard Chartered PLC,High,19701.696932860603,787.3262410332969,4%
Standard Chartered PLC,Low,19701.696932860603,9527.526850153046,48%
Standard Chartered PLC,Medium,19701.696932860603,9386.843841674232,48%
Sumitomo Mitsui Financial Group Inc,High,41865.24060038985,1174.8225354550723,3%
Sumitomo Mitsui Financial Group Inc,Low,41865.24060038985,30227.795397047215,72%
Sumitomo Mitsui Financial Group Inc,Medium,41865.24060038985,10462.62266788756,25%
Sumitomo Mitsui Trust Holdings Inc,High,16791.90963610128,92.33017091668948,1%
Sumitomo Mitsui Trust Holdings Inc,Low,16791.90963610128,16067.345047315413,96%
Sumitomo Mitsui Trust Holdings Inc,Medium,16791.90963610128,632.2344178691756,4%
Toronto-Dominion Bank,High,10623.426556775617,79.22124159235858,1%
Toronto-Dominion Bank,Low,10623.426556775617,5210.931812014402,49%
Toronto-Dominion Bank,Medium,10623.426556775617,5333.27350316886,50%
UBS Group AG,High,51161.338604348886,1177.3072825311194,2%
UBS Group AG,Low,51161.338604348886,25317.378980715926,49%
UBS Group AG,Medium,51161.338604348886,24666.652341101904,48%
US Bancorp,High,6994.001899682693,314.69659813952126,4%
US Bancorp,Low,6994.001899682693,956.8642245017854,14%
US Bancorp,Medium,6994.001899682693,5722.441077041384,82%
Undisclosed Advisor,Low,32318.092981989837,8746.260154261963,27%
Undisclosed Advisor,Medium,32318.092981989837,23571.83282772787,73%
UniCredit SpA,High,8913.350986596955,208.23360472355435,2%
UniCredit SpA,Low,8913.350986596955,4734.941239231203,53%
UniCredit SpA,Medium,8913.350986596955,3970.176142642208,45%
United Overseas Bank Ltd,Low,9229.215529166315,8041.8363957827905,87%
United Overseas Bank Ltd,Medium,9229.215529166315,1187.379133383528,13%
Wells Fargo & Co,High,12784.017967282027,79.22124159235858,1%
Wells Fargo & Co,Low,12784.017967282027,2070.983050618921,16%
Wells Fargo & Co,Medium,12784.017967282027,10633.813675070749,83%
