fi_name_for_plot,financial_flow_link_strength,total_usd_m,total_usd_m_this_strength,pct_this_strength_for_fi
Bpce SA ↘,Low,16442.213985142844,9726.655788104526,59%
Bpce SA ↘,Medium,16442.213985142844,5900.076931457874,36%
China Investment Corp* ↗,High,33628.25357212327,772.0569960367947,2%
China Investment Corp* ↗,Low,33628.25357212327,21321.49686519516,63%
China Investment Corp* ↗,Medium,33628.25357212327,11534.699710891342,34%
Citigroup Inc ↗,High,109106.00090911631,2410.4697077935575,2%
Citigroup Inc ↗,Low,109106.00090911631,59863.11323302271,55%
Citigroup Inc ↗,Medium,109106.00090911631,46832.41796830016,43%
CoBank ACB ↗,High,13872.380498419981,46.88010911427846,0%
CoBank ACB ↗,Low,13872.380498419981,4988.914128587913,36%
CoBank ACB ↗,Medium,13872.380498419981,8836.5862607178,64%
Commerzbank AG ↗,High,16990.89387036871,153.69476460519996,1%
Commerzbank AG ↗,Low,16990.89387036871,11136.679412458787,66%
Commerzbank AG ↗,Medium,16990.89387036871,5700.519693304688,34%
Cooperatieve Rabobank UA ↗,High,31239.356125560804,2726.1167407296657,9%
Cooperatieve Rabobank UA ↗,Low,31239.356125560804,11383.496966195977,36%
Cooperatieve Rabobank UA ↗,Medium,31239.356125560804,17129.74241863513,55%
DBS Group Holdings Ltd ↗,High,31325.426239272012,150.47772099335182,0%
DBS Group Holdings Ltd ↗,Low,31325.426239272012,21494.037519882826,69%
DBS Group Holdings Ltd ↗,Medium,31325.426239272012,9680.910998395782,31%
Deutsche Bank AG ↗,High,45548.99733245955,2472.98901958518,5%
Deutsche Bank AG ↗,Low,45548.99733245955,20317.56224092162,45%
Deutsche Bank AG ↗,Medium,45548.99733245955,22758.44607195281,50%
Goldman Sachs Group Inc ↗,High,23168.570791907423,662.9318599815317,3%
Goldman Sachs Group Inc ↗,Low,23168.570791907423,12839.194905322636,55%
Goldman Sachs Group Inc ↗,Medium,23168.570791907423,9666.44402660326,42%
HSBC Holdings PLC ↗,High,70315.8497217172,1997.5503957295946,3%
HSBC Holdings PLC ↗,Low,70315.8497217172,35290.02700095373,50%
HSBC Holdings PLC ↗,Medium,70315.8497217172,33028.27232503401,47%
ING Groep NV ↗,High,38675.83504822554,2578.3167598627474,7%
ING Groep NV ↗,Low,38675.83504822554,16930.51290938867,44%
ING Groep NV ↗,Medium,38675.83504822554,19167.005378974158,50%
IUPAR Itau Unibanco Participacoes SA ↘,High,11656.918532903053,5224.561327786986,45%
IUPAR Itau Unibanco Participacoes SA ↘,Low,11656.918532903053,2098.2238244357604,18%
IUPAR Itau Unibanco Participacoes SA ↘,Medium,11656.918532903053,4334.133380680305,37%
Industrial and Commercial Bank of China Ltd* ↗,High,17066.990896924388,318.5133770446902,2%
Industrial and Commercial Bank of China Ltd* ↗,Low,17066.990896924388,14117.428933727455,83%
Industrial and Commercial Bank of China Ltd* ↗,Medium,17066.990896924388,2631.0485861522297,15%
JPMorgan Chase & Co ↗,High,79112.99983512363,4475.008144232927,6%
JPMorgan Chase & Co ↗,Low,79112.99983512363,29311.72650780967,37%
JPMorgan Chase & Co ↗,Medium,79112.99983512363,45326.26518308095,57%
Lloyds Banking Group PLC ↘,High,11844.221700612283,69.18878355424714,1%
Lloyds Banking Group PLC ↘,Low,11844.221700612283,10324.975556346591,87%
Lloyds Banking Group PLC ↘,Medium,11844.221700612283,1450.0573607114375,12%
Mitsubishi UFJ Financial Group Inc ↘,High,146491.27175764678,1617.8778583697958,1%
Mitsubishi UFJ Financial Group Inc ↘,Low,146491.27175764678,124552.45278298839,85%
Mitsubishi UFJ Financial Group Inc ↘,Medium,146491.27175764678,20320.941116288355,14%
Mizuho Financial Group Inc ↘,High,117606.00071621312,733.7466260009206,1%
Mizuho Financial Group Inc ↘,Low,117606.00071621312,98756.80998058071,84%
Mizuho Financial Group Inc ↘,Medium,117606.00071621312,18115.444109631648,15%
Morgan Stanley ↘,High,44474.89453625607,1640.7765907867263,4%
Morgan Stanley ↘,Low,44474.89453625607,38972.979010846815,88%
Morgan Stanley ↘,Medium,44474.89453625607,3861.138934622514,9%
NatWest Group PLC ↘,High,20576.040689998255,158.241374274586,1%
NatWest Group PLC ↘,Low,20576.040689998255,15086.572828262464,73%
NatWest Group PLC ↘,Medium,20576.040689998255,5331.226487461183,26%
Norinchukin Bank ↘,Low,16804.601762379327,16362.14009870324,97%
Norinchukin Bank ↘,Medium,16804.601762379327,442.4616636760922,3%
Other financial institutions,High,148583.97126672167,11841.529182890597,8%
Other financial institutions,Low,269892.0745900388,182546.4572586179,68%
Other financial institutions,Medium,231417.3429075542,95421.73630366877,41%
Royal Bank of Canada ↗,High,27633.086253016867,95.66096242216453,0%
Royal Bank of Canada ↗,Low,27633.086253016867,8887.255826874958,32%
Royal Bank of Canada ↗,Medium,27633.086253016867,18650.16946371976,67%
Sas Rue La Boetie ↗,High,33598.82158773945,1665.9881986200196,5%
Sas Rue La Boetie ↗,Low,33598.82158773945,25399.437799603176,76%
Sas Rue La Boetie ↗,Medium,33598.82158773945,6533.395589516254,19%
Self-Arranged ↗,High,15055.501279377982,2671.63105004005,18%
Self-Arranged ↗,Low,15055.501279377982,10010.707203787708,66%
Self-Arranged ↗,Medium,15055.501279377982,2373.163025550223,16%
Societe Generale SA ↗,High,39645.442478487894,986.105701190482,2%
Societe Generale SA ↗,Low,39645.442478487894,24518.793265740875,62%
Societe Generale SA ↗,Medium,39645.442478487894,14140.543511556543,36%
Standard Chartered PLC ↗,High,28877.098231754408,990.1639664925635,3%
Standard Chartered PLC ↗,Low,28877.098231754408,14072.241287495315,49%
Standard Chartered PLC ↗,Medium,28877.098231754408,13814.692977766481,48%
Sumitomo Mitsui Financial Group Inc ↗,High,53927.31270738555,1230.9836576106534,2%
Sumitomo Mitsui Financial Group Inc ↗,Low,53927.31270738555,39345.49012977562,73%
Sumitomo Mitsui Financial Group Inc ↗,Medium,53927.31270738555,13350.83891999927,25%
Sumitomo Mitsui Trust Holdings Inc ↘,High,20517.0073156262,110.80246277534393,1%
Sumitomo Mitsui Trust Holdings Inc ↘,Low,20517.0073156262,19807.615605991843,97%
Sumitomo Mitsui Trust Holdings Inc ↘,Medium,20517.0073156262,598.5892468590084,3%
Toronto-Dominion Bank ↗,High,15276.324110144382,79.22124159235858,1%
Toronto-Dominion Bank ↗,Low,15276.324110144382,6333.698143903671,41%
Toronto-Dominion Bank ↗,Medium,15276.324110144382,8863.404724648359,58%
UBS Group AG ↗,High,71329.27558196032,2277.6145613914614,3%
UBS Group AG ↗,Low,71329.27558196032,34976.76000117206,49%
UBS Group AG ↗,Medium,71329.27558196032,34074.90101939673,48%
Undisclosed Advisor ↗,High,56979.169185655715,14.5669455196238,0%
Undisclosed Advisor ↗,Low,56979.169185655715,24962.597045883223,44%
Undisclosed Advisor ↗,Medium,56979.169185655715,32002.00519425285,56%
United Overseas Bank Ltd ↗,Low,10853.436162647022,9638.20584872788,89%
United Overseas Bank Ltd ↗,Medium,10853.436162647022,1215.230313919145,11%
Wells Fargo & Co ↗,High,15266.780361330571,79.22124159235858,1%
Wells Fargo & Co ↗,Low,15266.780361330571,3141.951730972499,21%
Wells Fargo & Co ↗,Medium,15266.780361330571,12045.607388765711,79%
