exporter_group,exporter_group_similarity
C I AGROP DEL ORIENTE S A S,0.49135802469135803
C I ANDINA DEL ORIENTE LTDA,0.7410656270305394
C I ANDINEX DE COLOMBIA S A S,0.7684653043848446
C I BARBATUSCAS S A S,0.6331417624521072
C I CG EXPORT E U,0.647865206688736
C I COLANDINA CIAL S A S,0.5977668845315903
C I DE PRODS COLOMBIANOS C I PROCOL S A S,0.676684088269454
C I DERIVADOS Y SUBPRODUCTOS DE SANTANDER S A S,0.6844461742489765
C I EXPORIENTE S A,0.6174940898345154
C I FERKA EXPORT LTDA,0.7076719576719577
C I FORTALEZA ASOCIADOS S A S,0.6549534756431308
C I IMCOPEC LTDA,0.6101532567049808
C I MULTICARNICOS S A,0.7079517704517704
C I SOC AGROP EL RANCHO LTDA,0.6277777777777778
C I SURAMERICANA DE INVS LTDA,0.6638795264022124
C I WEST POINT CO S A,0.6438423645320197
C. VALE,0.5238095238095237
CACAO DE COLOMBIA S A S,0.51055900621118
CACAO PACIFICO S A,0.7240625718886587
CACAOS FINOS ECUATORIANOS S A CAFIESA,0.669607107107107
CAFE MONTEVERDE EIRL,0.4945536445536446
CAFETALERA AMAZONICA S.A.C.,0.5951092117758785
CAFEXPORT S A R L SUC COL,0.5856966490299824
CAINSA SRL,0.5816666666666667
CAJURU INDUSTRIA E COMERCIO DE ALIMENTOS,0.5416666666666666
CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,0.6173441734417344
CANEX EXPORTACAO LTDA,0.5265195509097947
CANTU COMERCIO DE PNEUMATICOS,0.6566262999452654
CARAMURU,0.532471264367816
CARCAFE LTD,0.6212121212121212
CARGILL,0.6450216450216449
CARGILL DEL ECUADOR CARGILLECUADOR CIA LTD,0.7222222222222223
CARLOS ALBERTO POLATO,0.5833333333333333
CAROL SODRU SA,0.6637806637806638
CASA LUKER DEL PERU S A C,0.6679365079365078
CENTRAL ACUCAREIRA SANTO ANTONIO,0.5451388888888888
CENTRAL ENERGETICA VALE DO SAPUCAI,0.7114503410059676
CENTRAL FRONTERIZA NORTE CAFETALEROS,0.7165795206971677
CERVEJARIA PETROPOLIS,0.6312830687830687
CGG,0.46031746031746024
CHOCOLATES FINOS NALS COFINA S A,0.45486111111111105
CHS,0.6979166666666666
CIA AGROCOMERCIAL PANCHANA Y ZAMBRANO S A,0.45257452574525736
CIA CAFETERA LA MESETA S A,0.6349033935683486
CIA COL DE CACAO S A S,0.7183857808857808
CIA.INTERNACIONAL DEL CAFE S.A.C.,0.6019570707070707
CIALZ SOLGAN TRADING S A S,0.6372633214738477
CIALZDORA AAA PRODS S A S,0.7513090418353575
CIALZDORA DE PRODS AGRICOLAS ZAMBRANO VELEZ AGROZAMVELSA S A,0.7033333333333333
CIALZDORA DERIVADOS CARNICOS S A S,0.7310866013071895
CIALZDORA INTL AGROINVERSIONES H2R S A S,0.784601081812035
CIALZDORA INTL C I ALDESAN S A,0.794017094017094
CIALZDORA INTL C I GUAMAL S A,0.8954317712938403
CIALZDORA MUNDIORIENTE S A S,0.7453475643130815
CIALZDORA TRIPLE UNO E U,0.8115079365079364
CIALZDORA Y EXPDORA BALDONY S A S,0.7189659755449229
CIALZDORA Y EXPDORA DE CACAO,0.8501443001443001
CJ INTERNATIONAL BRASIL COMERCIAL AGRICOLA LTDA.,0.6021825396825397
CKBV FLORESTAL,0.5352633477633477
CLEALCO ACUCAR E ALCOOL,0.49391821946169767
CMN GLOBAL TRADING GROUP S A S CREACIONES MI NENITA LTDA,0.5717161260639522
COFCO,0.5511904761904761
COFFEE GREEN S R L,0.5888888888888888
COLCOCOA S A S,0.5317460317460317
COLGOODS S A S,0.8116883116883116
COMCARNE COMERCIAL DE CARNE LTDA.,0.5459355459355459
COMERCIAL DE ALIMENTOS TALISMA,0.7052700922266141
COMERCIAL INDUSTRIAL AGROPECUARIA CIAGRO SA,0.7115762273901809
COMERCIO  CIA S.A,0.6877564979480164
COMERCIO & CIA S.A,0.9814814814814815
COMERCIO AMAZONIA S A,0.8047619047619048
COMESTIBLES ITALO SA,0.6682539682539682
COMITE CENTRAL CON DESARROLLO AL FUTURO,0.6013354700854701
COMPAIA NACIONAL DE CHOCOLATES DE PERU,0.6873112267849109
COMPANHIA ENERGETICA SAO JOSE,0.7133212341197821
COMPANHIA REFINADORA DA AMAZONIA,0.721551724137931
COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,0.7232624831309042
COMPANIA NACIONAL DE CHOCOLATES DE PERU,0.7170731315468157
COMPANIA NACIONAL DE CHOCOLATES SAS,0.9115995115995116
CONACENTRO COOPERATIVA DOS PRODUTORES DO CENTRO OESTE,0.6355000345566383
CONFIDENCE COMERCIO E SERVICOS LTDA - ME,0.668355650233313
CONQUISTA COMERCIO E EXPORTACAO DE ALIMENTOS LTDA,0.6964594928880642
CONSTRUTORA NORBERTO ODEBRECHT,0.6149166913142068
COOP AGRAR CAFETALERA ORO VERDE LTDA,0.6324074074074074
COOP AGRARIA CAF. FRONTERA DE SAN IGNACI,0.7157407407407407
COOP AGRARIA CAFET VALLE RIO APURIMAC,0.8064298169136879
COOP AGRARIA CAFETALERA BAGUA GRANDE LTD,0.7924924924924925
COOP AGRARIA CAFETALERA EL QUINACHO L 78,0.8177419354838709
COOPERATIVA AGRARIA CACAOTERA ACOPAGRO,0.6626855600539812
COOPERATIVA AGRARIA CAFETALERA ALTO MAYO,0.8286184210526315
COOPERATIVA AGRARIA CAFETALERA LA FLORID,0.8976190476190476
COOPERATIVA AGRARIA CAFETALERA PANGOA LT,0.9023809523809524
COOPERATIVA AGRARIA CAFETALERA SOSTENIBL,0.8976190476190476
COOPERATIVA AGRARIA CAFETELERA  LA PROSP,0.8928571428571429
COOPERATIVA AGRARIA CAFETELERA LA PROSP,0.9788461538461539
COOPERATIVA AGRARIA CAFETERA DIVISORIA L,0.8812881562881563
COOPERATIVA AGRARIA CENTRAL DE CACAO ARO,0.8411764705882352
COOPERATIVA AGRARIA DE CACAO AROMATICO C,0.8731481481481481
COOPERATIVA AGRARIA DE SERVICIOS MULTIPL,0.7944444444444444
COOPERATIVA AGRARIA ECOLOGICA CAFETALERA,0.7888888888888889
COOPERATIVA AGRARIA INDUSTRIAL NARANJILL,0.7706896551724137
COOPERATIVA AGRARIA RODRIGUEZ DE MENDOZA,0.7523809523809524
COOPERATIVA AGRARIA Y SERVICIOS MULTIPLE,0.7706896551724137
COOPERATIVA AGRICOLA REGIONAL DE PRODUTORES DE CANA LTD,0.7393939393939394
COOPERATIVA AGROECOLOGICA INDUSTRIAL JUA,0.7713144963144962
COOPERATIVA AGROINDUSTRIAL TOCACHE LTDA,0.8384310134310133
"COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A",0.7055242248790635
"COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL",0.9722222222222221
COOPERATIVA DE SERVICIOS MULTIPLES NORAN,0.6892361111111112
COOPERATIVA DE SERVICIOS MULTIPLES SOL&C,0.9333333333333332
COOPERATIVA DE SERVICIOS MULTIPLES SOLC,0.9916666666666667
COOPERATIVA DOS PRODUTORES DE CARNE E DERIVADOS DE GURUPI,0.71063877642825
COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,0.6639376218323587
COPLASA - ACUCAR E ALCOOL,0.5682788671023965
COREX IMPORTACAO E EXPORTACAO,0.6055747126436781
CORTES RUIZ MARCO FIDEL,0.6345421039480259
CP COMERCIAL LTDA,0.603651605569764
CUENCAS DEL HUALLAGA ASOCIACION DE PRODU,0.5555429864253393
CURTIDOS DE COLOMBIA GROUP S A S,0.6269021739130435
CUTRALE,0.6443452380952381
CZARNIKOW BRASIL LTDA.,0.501082251082251
D ORIGENN S A S,0.5281565656565657
DA MATA S.A. - ACUCAR E ALCOOL,0.4714285714285713
DE GUSTE GROUP S A C,0.5416666666666666
DGF INTL S A S,0.6214285714285714
DHL GLOBAL FORWARDING BRAZIL LOGISTICS LTDA,0.5870708748615725
DIAZ PUERTO JAIRO ENRIQUE Y O EXPS JAIRO ENRIQ DIAZ,0.5651314789481684
DIAZ ROZO FABIAN GUSTAVO EXPODIAZ,0.671420083184789
DIST CARNICA DE LA COSTA S A S,0.5947811447811447
DISTRIB JAGME S A S,0.6742690058479531
DISTRIBOI INDUSTRIA COMERCIO E TRANSPORTE DE CARNE BOVINA,0.6623667010663914
DISTRIBUIDORA DE CARNES EQUATORIAL LTDA,0.6922054553633501
DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,0.7971342383107088
DUARTE RUIZ EDGAR GERARDO,0.6223856209150327
DUARTE SANCHEZ MILTON ALFONSO CIALZ DE GANADO,0.6048148148148148
E D & F MAN BRASIL S/A.,0.5701288244766506
ECO KAKAO S A,0.550236900780379
ECOANDINO S.A.C.,0.6009615384615384
ECOMMODITIES SOCIEDAD ANONIMA CERRADA _,0.6025641025641025
ECOWHITE TRADING LTDA,0.5561660561660561
ECUADOR COCOA Y COFFEE ECUACOFFEE S A,0.48215358215358206
ECUADOR KAKAO PROCESSING PROECUAKAO S A,0.6655671055671056
ELEVEN BRAZIL IMPORTACAO E EXPORTACAO,0.6455671055671056
EMPRESA AGROINDUSTRIAL D F &R SRL,0.5988670488670489
EMPRESA AGROINDUSTRIAL FIDERO SRL,0.9171717171717171
ENERFO SUGAR DO BRASIL LTDA.,0.7225829725829725
ENGELHART,0.5158730158730158
ENGELHART CTP COLOMBIA S A S,0.7738095238095237
EXPDORA DE CACAO BABAHOYO BABAHOYOEX,0.5460628695922813
EXPDORA MANABI EXPORTMANABI S A,0.666905615292712
EXPDORA MLOPEZ CIA LTD,0.6952734172848025
EXPDORA Y IMPDORA KAM S A EXIKAM,0.6993649732620321
EXPOAMERICANA DE INVS S A S,0.6635802469135802
EXPOGANADOS INTL S A S,0.7634680134680135
EXPOIMP BEVIPERU EIRL,0.4981962481962482
EXPOMERX S A S,0.6349206349206349
EXPORT IMPORT AYLEN E I R L,0.6552829886163218
EXPORT IMPORT CANDRES S.A.C.,0.7590039914601318
EXPORTADORA ROMEX,0.714985994397759
FED NAL DE CACAOTEROS,0.5230314347961407
FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,0.7146464646464646
FERTIMIG FERTILIZANTES,0.5409090909090908
FERTITEX AGRO - FERTILIZANTES E PRODUTOS AGROPECUARIOS LTDA,0.6493579866461222
FIAGRIL,0.6109765940274414
FINCA CHURUPAMPA PERU S A C,0.5731922398589064
FOOD TRADERS WORLDWIDE S A S,0.4993386243386243
FRIGOESTRELA SA,0.6487789987789988
FRIGOL,0.7999999999999999
FRIGORIFICO ARAPUTANGA SA,0.6777777777777777
FRIGORIFICO BETTER BEEF,0.7285024154589372
FRIGORIFICO BIG BOI,0.8138825324180015
FRIGORIFICO DEL SINU FRIGOSINU S A,0.7492260061919505
FRIGORIFICO ELDORADO S/A,0.7405228758169935
FRIGORIFICO FORTEFRIGO,0.766729797979798
FRIGORIFICO JR,0.8398268398268398
FRIGORIFICO MERCOSUL S/A,0.8234126984126984
FRIGORIFICO NOSSO,0.8357843137254901
FRIGORIFICO PANTANAL LTDA - ME,0.7326797385620916
FRIGORIFICO REDENTOR,0.7361111111111112
FRIGORIFICO RIO MACHADO INDUSTRIA & COMERCIO DE CARNES LTDA,0.7310288432946772
FRIGORIFICO RIO MARIA,0.769437718590261
FRIGORIFICO TANGARA,0.8123642439431912
FRIGORIFICO VIJAGUAL S A,0.8362573099415204
FRIGOSOL FRIGORIFICO SUL BAHIA,0.7472222222222222
FRIGOTIL FRIGORIFICO DE TIMON,0.8154998258446533
FRIGOXICO ALIMENTOS,0.6937764670296431
FRISA FRIGORIFICO RIO DOCE,0.6255060728744939
FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,0.737098186366479
GAVILON,0.5454123112659698
GIANCARLOS BAVARESCO,0.5801587301587301
"GIVOTRADING COMERCIO, IMPORTACAO E EXPORTACAO LTDA",0.5611111111111111
GLENCANE BIOENERGIA S.A.,0.5268055555555555
GLENCORE,0.7152777777777777
GLOBAL EXP IMP S A S,0.4833333333333333
GOLDCOCOA EXPORT S A,0.6777777777777777
GOLDEN GRAIN COMERCIAL DE IMPORTACAO & EXPORTACAO DE ALIMENTOS LTDA,0.6129484158156584
GOLDEN IMEX,0.7213930348258707
GRANCACAO EXPORT S A,0.5040404040404041
GRANDEXPORT S A S,0.7774509803921568
GRANDSOUTH S A,0.7571195144724556
GRANULE EXPORTADORA E IMPORTADORA,0.6154401154401155
GRAVETAL BOLIVIA SA,0.5773320247004456
GROUP AGRICOLA E EXPORTACAO LTDA.,0.5539606592238171
GRUPO EMPRESARIAL INEXCO S A S,0.6636363636363636
GRUPO IMP Y EXP COLOMBIANO GIMEXCOL S A S,0.7076964769647696
GUAPORE CARNE S/A,0.5272995377012594
GUARANI,0.7366946778711485
GUSA NORDESTE,0.6329670329670329
H.V.C.EXPORTACIONES SAC,0.49522216913521255
HOLBUD LTD,0.47681159420289854
HORITA EMPREENDIMENTOS AGRICOLAS,0.4854166666666666
HUGO SPECHAR GONZALES - GRANOS,0.6305555555555555
HUMBERG AGRIBRASIL COMERCIO E EXPORTACAO DE GRAOS LTDA,0.6300925925925926
IFC INTERNATIONAL FOOD COMPANY INDUSTRIA DE ALIMENTOS,0.6502886534333074
IMPS Y EXPS BOGOTA,0.5148094393377411
INDUSTRIA E COMERCIO DE CARNES E DERIVADOS BOI BRASIL,0.519916142557652
INDUSTRIAS DE ACEITE S.A.,0.666546598056032
INDUSTRIAS DEL ESPINO S.A.,0.8508180708180708
INDUSTRIAS OLEAGINOSAS S.A.,0.8415350082016748
INMOBILIARIA GUANGALA S A,0.6522294843863472
INTERCONTINENTAL FOODS - COMERCIO DE ALIMENTOS LTDA - EPP,0.5417681458548331
INVERSIONES CAMPO VERDE SAC,0.6430912224199791
INVS ARIZA QUINTERO S EN C,0.6337076140997709
INVS EXPODIAZ S A S,0.7110211426000899
INVS HRS E HIJOS S A S,0.6958304853041695
INVS KUKENAN S A S,0.654040404040404
INVS PASTO VERDE S A S,0.7069412069412069
IRMAOS GONCALVES COMERCIO E INDUSTRIA,0.6166112636700871
JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,0.7242517453514896
JAIME DARIO DUBEIBE BLANCO INVS DUBEIBE BLANCO,0.6616847826086956
JBS,0.5700483091787439
JJZ ALIMENTOS,0.47008547008546997
JSC TRADING CORP S A S,0.5763403263403264
JUPARANA COMERCIAL AGRICOLA,0.562591729258396
KAFFEE PERU G1 SOCIEDAD ANONIMA CERRADA,0.6292226292226292
KAIAPOS FABRIL E EXPORTADORA,0.662060162060162
KIT TRADING,0.4754689754689754
LA NUEVA CASA DEL CACAO S A CASACAO,0.3259740259740259
LAMAJO COMERCIAL,0.5035714285714286
LAVOURA COMERCIAL AGRICOLA,0.7449633699633698
LIARTE METALQUIMICA,0.5998650472334682
LIDERA COMERCIO DE ALIMENTOS LTDA - ME,0.6398026315789473
LKJ FRIGORIFICO LTDA,0.5593567251461988
LOUIS DREYFUS,0.44829059829059825
M & V RIVAS E I R L,0.41592442645074224
M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS,0.6020158569500674
M Y M TRADING S A S,0.5815339631129104
MACHU PICCHU COFFEE TRADING S.A.C.,0.573345127524694
MADEIRANIT MADEIRAS,0.5734698737794712
MAIS TRADING LTDA.,0.6271929824561404
MANACAO S A,0.6405723905723906
MARFRIG,0.48917748917748916
MARIANA COCOA EXPORT LTD,0.5793650793650793
MARKETING DE COLOMBIA S A MARKETCOL S A,0.6775030525030524
MARTINETTI MAWYIN PEDRO ANDRES,0.593162393162393
MARTINETTI SALTOS PEDRO FERNANDO,0.8097222222222222
MARUBENI,0.5902777777777778
MASSENA COMERCIO EXTERIOR LTDA,0.5666666666666667
MASTERBOI,0.6227513227513227
MATABOI ALIMENTOS,0.6732026143790849
MAYCAO CIALZDORA AGRICOLA DE PROD,0.5843731431966726
MERCURIO ALIMENTOS,0.5378787878787878
MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,0.6154250841750841
MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,0.634280303030303
MINERVA,0.5017316017316017
MINERVA COLOMBIA S A S,0.7727272727272727
MITONALI S A S,0.7372627372627374
MITSUBISHI,0.6206349206349207
MITSUI & CO.,0.7
MIX PROJECT INTL S A S,0.5517676767676767
MONDELLI INDUSTRIA DE ALIMENTOS,0.6123839198435972
MULTINEGOCIOS R&R E I R L,0.6153447185325743
"MUNDO BRASIL COMERCIO, EXPORTACAO E IMPORTACAO LTDA.",0.6714938684503903
MUNDOS BRASIL IMPORTACAO E EXPORTACAO LTDA EPP,0.7887856161364756
NARDINI AGROINDUSTRIAL,0.5562829380764163
NATURAFRIG ALIMENTOS,0.6883838383838383
NEGOCIOS MARBER S R L,0.5397546897546898
NEGOCIOS Y TRANSPORTES FERNANDEZ SOCIEDA,0.7227513227513228
NEGRISA S.A.C.,0.595995670995671
NESTLE,0.5714285714285714
NEW BEEF CO FRIGORIFICO SA,0.5384615384615384
NEW BRAND TRADING ALIMENTOS,0.6552706552706553
NIDERA,0.5395061728395062
NORTAO INDUSTRIAL DE ALIMENTOS,0.5333333333333333
NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOL,0.61
NUTRY BODY SOCIEDAD ANONIMA CERRADA,0.5861552028218695
O L CIALZDORA S A S,0.581328320802005
O TELHAR,0.6293859649122806
OCA TRADING S A S,0.5397058823529411
ODEBRECHT AGROINDUSTRIAL PARTICIPACOES S.A.,0.6211321737997524
ODEBRECHT SERVICOS DE EXPORTACAO S.A,0.7547803617571059
OLAM,0.4259259259259258
OMEGA REPRESENTACOES LTDA,0.5122222222222221
OREGON FOODS SAC,0.5905555555555555
ORGANIC AROMA COCOA PERU S A C AROMA,0.5972222222222221
OSELLA S A,0.47962962962962963
OUTSPAN ECUADOR SA,0.5772486772486772
OUTSPAN PERU S.A.C.,0.8187134502923976
OVALLES SOGAMOSO JOSE HELI Y O CIALZ OVALLES,0.42978025872762715
PAMPACARNE COMERCIO IMPORTACAO E EXPORTACAO,0.5038759689922481
PAMPAFOODS COMERCIO IMPORTACAO E EXPORTACAO LTDA. - ME,0.7653244329600919
PERALES HUANCARUNA S.A.C.,0.5204320987654321
PERUNOR EXPORT SAC,0.5905555555555555
PLENA ALIMENTOS,0.575925925925926
PORTO CERVO S A S,0.47581699346405226
PRIMA FOODS SA,0.5944600062247121
PROCESADORA DE CARNES DE SANTANDER S A,0.5705172020961494
PROCESADORA DE GRANOS & ALIMENTOS GRAN ALIMENTO SRL,0.7753697970416236
PROCESADORA DE OLEAGINOSAS PROLEGA S.A. PROLEGA S.A.,0.7553481649069884
PROCESADORA DEL SUR S.A.,0.7422426607209216
PROCESSED DOMESTICALLY,0.6911616161616161
PRODUCTOS Y SERVICIOS NOR ORIENTE S A C,0.6087572558160793
PRODUZIR AGROPECUARIA- EM RECUPERACAO JUDICIAL,0.6012634708286881
PROGRESS BRAZIL COMERCIO DE ALIMENTOS,0.6575317553578423
PRONATUR E.I.R.L.,0.536168521462639
QORI MAYO E I R L,0.5012254901960784
QUEVEXPORT S A,0.5182072829131652
RACAFE & CIA S C A,0.4484126984126984
RADAR INDUSTRIA E COMERCIO DE FRIGORIFICADOS,0.5796055796055796
RAINFOREST TRADING S.A.C.,0.5708080808080808
RAIZEN ARARAQUARA ACUCAR E ALCOOL LTDA,0.5152631578947369
RAIZEN ENERGIA S.A,0.6330409356725145
RAMAX IMPORTACAO E EXPORTACAO DE ALIMENTOS EIRELI,0.4982993197278911
RED CARNICA S A S,0.5741065657032043
"REDENCAO - INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE C",0.631781045751634
RENUKA DO BRASIL,0.5481837606837607
RH EXPS S A S,0.5010683760683761
RIO GRANDE COMERCIO DE CARNES LTDA,0.5543929110105581
RISTOKCACAO S A,0.5947118241235888
RODOPA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,0.5903133903133903
RODRIGUEZ GOMEZ JEEFFERSON ATIR,0.5964917997176062
RODRIGUEZ MONSALVE MANUEL ELEAZAR,0.7087813620071685
ROJAS SERRANO HECTOR EXPS E IMPS,0.5644867795603089
ROJAS VILLAN LEIDY JOHANNA,0.5634157509157509
RXM IMPORTACAO E EXPORTACAO,0.5242165242165242
S A USINA CORURIPE ACUCAR E ALCOOL,0.5962810075297176
S C I MANUECABRALES Y CIA S A S,0.6947475226649799
S. C. T. ARTIGOS PARA PRESENTES LTDA,0.616905615292712
SA FOOD ASSESSORIA & CONSULTORIA LTDA,0.6158223440832136
SA FOOD IMPORTACAO E EXPORTACAO,0.7173362879008041
SADIA S.A.,0.5466973886328725
SAO MARTINHO S/A,0.6648809523809522
SEAFOOD MARKET INTL TRADING S A S,0.6354617604617605
SEARA INDUSTRIA E COMERCIO DE PRODUTOS AGRO PECUARIOS LTDA - EM RECUPERACAO JUDICIAL,0.6109668109668109
SELECTA,0.5317460317460316
SELVACACAO SOCIEDAD ANONIMA CERRADA,0.6206349206349207
SERTRADING,0.5349206349206349
"SHANGHAI PENGXIN GROUP CO., LTD.",0.5205357142857143
SIGMA AGROPECUARIA LTDA,0.6705917874396135
SINAGRO PRODUTOS AGROPECUARIOS,0.6794558860920417
SIPAL,0.5611111111111111
SISA LTDA,0.7481481481481481
SJC BIOENERGIA,0.4933862433862434
SKN CARIBECAFE LTD,0.6232804232804232
SOC CIVIL GERVERD,0.6466627054862348
SOC DE COMERC INTL COLVEMP LTDA,0.6382766506106164
SOC DE COMERCIALIZACION INTL GRUPO TIUNA LTDA,0.7644350571769927
