case,boundary_period,defn_phase_out,total_usd_m_high_conf,total_usd_m_high_medium_conf,total_usd_m_high_medium_low_conf
peru_cocoa_beans,1,TRUE,0,14385.530701158425,14385.530701158425
peru_cocoa_beans,2,FALSE,320.822373854814,2723.2290918870085,2723.2290918870085
peru_cocoa_beans,2,TRUE,0,16630.03820253216,16630.03820253216
peru_cocoa_beans,3,FALSE,320.822373854814,2723.2290918870085,2723.2290918870085
peru_cocoa_beans,3,TRUE,0,16630.03820253216,16630.03820253216
peru_coffee_green,0,FALSE,14584.076125282028,64842.06740651024,139160.8319530413
peru_coffee_green,0,TRUE,762.0618882222924,2853.1658516429793,4396.504804114912
peru_coffee_green,1,FALSE,15768.324482123238,69871.9716979908,154688.34814491819
peru_coffee_green,1,TRUE,1488.4804567808221,4741.125694928595,7014.672334758911
peru_coffee_green,2,FALSE,16057.141057132607,75726.52582120475,178668.7087397458
peru_coffee_green,2,TRUE,1488.4804567808221,5402.821841004148,9856.357955777135
peru_coffee_green,3,FALSE,16297.631837827426,79675.2541291792,186578.24126765633
peru_coffee_green,3,TRUE,1488.4804567808221,5402.821841004148,9856.357955777135
